audio,transcripts
LSZH_ZURICH_ApronS_121_75MHz_20210414_163659.wav,['[#callsign]Europa[/#callsign] [#callsign]Nine[/#callsign] [#callsign]Four[/#callsign] [#callsign]Kilo[/#callsign] [#callsign]Mike[/#callsign] contact ground one two one decimal nine zero five good bye']
LSGS_SION_Ground_Control_121_7MHz_20210503_082408.wav,"['[#callsign]Hotel[/#callsign] [#callsign]Bravo[/#callsign] [#callsign]Kilo[/#callsign] [#callsign]Charlie[/#callsign] [#callsign]Juliett[/#callsign] \xa0 [#value]echo[/#value] [#value]one[/#value] [#value]five[/#value] [#value]thousand[/#value] [#value]and[/#value] [#value]eight[/#value] [#value]four[/#value] [#value]thousand[/#value] [#value]eight[/#value] [#value]hundred[/#value] [#value]feet[/#value]', '[#unnamed]hello[/#unnamed] [#callsign]Charlie[/#callsign] [#callsign]Juliett[/#callsign] [#command]next[/#command] [#command]report[/#command] [#value]echo[/#value] [#value]two[/#value]']"
LSZH_ZURICH_Tower_118_1MHz_20210413_053020.wav,"[""tower [NE German] guten morgen [/NE] Air Canada Seven Two One Six heavy with you we're established six miles one four"", 'Air Canada Seven Two One Six tower good morning wind three five zero degrees three knots runway one four cleared to land']"
LKPR_RUZYNE_Radar_120_520MHz_20201029_094626.wav,"['Lufthansa Nine Tango Papa contact Praha radar one two zero decimal two seven five good bye', 'one two zero two seventy five bye-bye Nine Tango Papa']"
YSSY_SYDNEY_Tower_120_5MHz_20210503_083640.wav,"['Sydney tower good day Jetstar Five Twenty Two', 'Jetstar Five Twenty Two Sydney tower', 'Qlink Forty Two Delta runway three four left cleared for takeoff']"
LSZB_BERN_Tower_121_0MHz_20210414_064609.wav,['Hotel Romeo Oscar roger crossing direction echo at four thousand feet is approved QNH Bern one zero two five']
LKPR_RUZYNE_Tower_134_560MHz_20201026_153217.wav,"['[noise]', 'Oscar Kilo Charlie Tango Papa line up runway two four and wait', 'line up runway two four and wait Oscar Kilo Charlie Tango Papa']"
LSZH_ZURICH_Tower_118_1MHz_20210414_081018.wav,['United One Three Five wind zero three zero degrees one zero knots runway two eight cleared takeoff']
LSGS_SION_Tower_118_3MHz_20210422_093222.wav,['looking out Hotel Oscar Delta']
LKTB_BRNO_Approach-Radar_127_350MHz_20201029_113918.wav,"['Oscar Kilo Mike Delta Hotel pass your message', 'is it okay for you if we maintain four nautical miles left-hand track all the way down to Benesov']"
LKTB_BRNO_Approach-Radar_127_350MHz_20201026_092727.wav,['Oscar Kilo Echo Lima Alfa climb to flight level seven zero']
LSZB_BERN_Tower_121_0MHz_20210413_095907.wav,['Hotel Bravo Charlie [spk] Juliett Bern tower traffic single engined just departed runway one four outbound route sierra opposite and to compose my route sierra to join right downwind runway one four QNH one zero two seven']
LSZH_ZURICH_Tower_118_1MHz_20210414_153107.wav,['[#callsign]Swiss[/#callsign] [#callsign]Air[/#callsign] [#callsign]Force[/#callsign] [#callsign]Five[/#callsign] [#callsign]Two[/#callsign] [#callsign]One[/#callsign] [#unnamed]tower[/#unnamed] [#unnamed][NE-German]grutzi[/NE][/#unnamed] [#value]and[/#value] [#value]runway[/#value] [#value]three[/#value] [#value]four[/#value] [#value]and[/#value] [#value]taxi[/#value] [#value]left[/#value] [#value]via[/#value] [#value]lima[/#value] [#value]holding[/#value] [#value]point[/#value] [#value]runway[/#value] [#value]one[/#value] [#value]zero[/#value]']
LSZB_BERN_Approach_127_3MHz_20210420_090959.wav,"['Hotel Hotel Bravo seven thousand feet', 'Hotel Hotel Bravo thank you']"
LSGS_SION_Ground_Control_121_7MHz_20210505_065954.wav,['[#callsign]November[/#callsign] [#callsign]Golf[/#callsign] [#callsign]Papa\xa0[/#callsign] [#unnamed]read[/#unnamed] [#unnamed]back[/#unnamed] [#unnamed]correct[/#unnamed] [#command]report[/#command] [#value]for[/#value] [#value]taxi[/#value]']
LZIB_STEFANIK_Tower_118_3MHz_20210430_203041.wav,"['One Three Juliett correction position two foxtrot', 'two foxtrot Eurotrans One Three Juliett']"
LSGS_SION_Ground_Control_121_7MHz_20210505_155803.wav,"['[#callsign]Bravo[/#callsign] [#callsign]Juliett[/#callsign] [#callsign]Tango[/#callsign] [#callsign]Alpha[/#callsign] [#command]holding[/#command] [#command]point[/#command] [#value]delta[/#value] [#value]two[/#value] [#value]five[/#value] [#unnamed]we[/#unnamed] [#unnamed]are[/#unnamed] [#unnamed]fully[/#unnamed] [#unnamed]ready[/#unnamed]', '[#callsign]Hotel[/#callsign] [#callsign]Tango[/#callsign] [#callsign]Alpha[/#callsign] [#command]report[/#command] [#value]passing[/#value] [#value]one[/#value] [#value]three[/#value] [#value]thousand[/#value] [#value]feet[/#value] [#unnamed]wind[/#unnamed] [#value]two[/#value] [#value]six[/#value] [#value]zero[/#value] [#value]degrees[/#value] [#value]one[/#value] [#value]zero[/#value] [#value]knots[/#value] [#value]runway[/#value] [#value]two[/#value] [#value]five[/#value] [#command]cleared[/#command] [#command]for[/#command] [#command]takeoff[/#command]', '[#command]cleared[/#command] [#command]takeoff[/#command] [#value]two[/#value] [#value]five[/#value] [#command]next[/#command] [#command]report[/#command] [#value]the[/#value] [#value]one[/#value] [#value]three[/#value] [#value]thousand[/#value] [#value]feet[/#value] [#callsign]Hotel[/#callsign] [#callsign]Tango[/#callsign] [#callsign]Alpha[/#callsign]']"
LSGS_SION_Ground_Control_121_7MHz_20210504_063202.wav,"[""[#callsign]Tango[/#callsign] [#callsign]Three[/#callsign] [#callsign]Six[/#callsign] [#callsign]Five\xa0[/#callsign] [#value]entering[/#value] [#value]Val[/#value] [#value]d'Heren[/#value] [#value]four[/#value] [#value]thousand[/#value] [#value]three[/#value] [#value]hundred[/#value] [#value]feet[/#value] [#command]climbing[/#command] [#unnamed]QNH[/#unnamed] [#value]one[/#value] [#value]zero[/#value] [#value]one[/#value] [#value]seven[/#value] [#value]six[/#value]""]"
LSZH_ZURICH_ApronN_121_85MHz_20210414_124259.wav,['Ground hello Royalair Maroc Three Five Two stand echo four six fully ready']
LSZB_BERN_Tower_121_0MHz_20210413_132952.wav,"['thank you break break Hotel Golf Oscar helicopter on your right hand side we will cross behind you', '[NE-German] unk [/NE] Hotel Golf Oscar']"
LSZB_BERN_Tower_121_0MHz_20210415_134749.wav,"['Hotel Oscar Foxtrot Whiskey four thousand five hundred feet request to leave frequency', 'Hotel Oscar Foxtrot frequency change approved']"
LSGS_SION_Ground_Control_121_7MHz_20210502_063447.wav,"['[#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray[/#callsign] [#unnamed]wind[/#unnamed] [#value]two[/#value] [#value]six[/#value] [#value]degrees[/#value] [#value]nine[/#value] [#value]knots[/#value] [#value]runway[/#value] [#value]two[/#value] [#value]five[/#value] [#command]cleared[/#command] [#command]for[/#command] [#command]touch[/#command] [#command]and[/#command] [#command]go[/#command]', '[#command]cleared[/#command] [#command]for[/#command] [#command]touch[/#command] [#command]and[/#command] [#command]go[/#command] [#value]runway[/#value] [#value]two[/#value] [#value]five[/#value] [#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray[/#callsign]']"
LKPR_RUZYNE_Tower_134_560MHz_20201027_213741.wav,['okay Quality Four Zero Nine One Ruzyne Tower information lima QNH one zero one four time check three seven cleared to Liege Baltu four alpha departure initial climb five thousand feet and squawk one thousand']
LSZB_BERN_Approach_127_3MHz_20210414_160746.wav,['we will taxi to sector blue when ready Hotel Charlie November']
LSZH_ZURICH_Tower_118_1MHz_20210412_155616.wav,"['Zurich tower Legend One Two Zero Two good afternoon established ILS one four', 'Legend One Two Zero Two tower hello wind one six zero degrees four knots runway one four cleared to land vacate at own discretion', 'cleared to land runway one four and vacate at own discretion Legend One Two Zero Two']"
LSZH_ZURICH_Tower_118_1MHz_20210413_053348.wav,['[#callsign]Air[/#callsign] [#callsign]Canada[/#callsign] [#callsign]Seven[/#callsign] [#callsign]Two[/#callsign] [#callsign]One[/#callsign] [#callsign]Six[/#callsign] when did you see the lights']
YSSY_SYDNEY_Tower_120_5MHz_20210505_214612.wav,['Sydney tower Srilankan Six Zero Six back with you ILS one six right']
LZIB_STEFANIK_Tower_118_3MHz_20210429_075711.wav,"['Stefanik tower Slovak Government Zero Zero Four [NE Slovak] dobré ráno [/NE]', 'Slovak Government Zero Zero Four Stefanik tower [NE Slovak] dobré ráno [/NE]', 'our stand information lima one zero zero seven ready for startup clearance destination Kosice', 'Slovak Government Zero Zero Four information Mike time five seven QNH one zero zero eight cleared to Kosice from runway one three via Nitra one yankee departure initially climb altitude five thousand feet startup approved squawk six seven four six']"
YSSY_SYDNEY_Tower_120_5MHz_20210505_203701.wav,['[#value]one[/#value] [#value]six[/#value] [#value]right[/#value] [#command]cleared[/#command] [#command]to[/#command] [#command]land[/#command] [#callsign]Qantas[/#callsign] [#callsign]Seven[/#callsign] [#callsign]Seven[/#callsign] [#callsign]Zero[/#callsign] [#callsign]Two[/#callsign]']
LSGS_SION_Ground_Control_121_7MHz_20210504_095148.wav,['[#callsign]Tango[/#callsign] [#callsign]Two[/#callsign] [#callsign]One[/#callsign] [#callsign]Three\xa0[/#callsign] [#unnamed]taxi[/#unnamed] [#unnamed]to[/#unnamed] [#value]parking[/#value] [#unnamed]is[/#unnamed] [#unnamed]approved[/#unnamed]']
LSGS_SION_Tower_118_3MHz_20210502_065945.wav,['[#unnamed]we[/#unnamed] [#unnamed]are[/#unnamed] [#unnamed]not[/#unnamed] [#unnamed]ready[/#unnamed] [#unnamed]now[/#unnamed] [#callsign]Foxtrot[/#callsign] [#callsign]Lima[/#callsign] [#callsign]Delta[/#callsign]']
LSGS_SION_Ground_Control_121_7MHz_20210501_073043.wav,"['[#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray[/#callsign] [#value]number[/#value] [#value]one[/#value]', '[#value]number[/#value] [#value]one[/#value] [#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray[/#callsign]']"
LKPR_RUZYNE_Radar_120_520MHz_20201026_144339.wav,"['Radar [NE Czech] dobre odpoledne [/NE] [#callsign]Sky[/#callsign] [#callsign]Travel[/#callsign] [#callsign]Four[/#callsign] [#callsign]Three[/#callsign] [#callsign]Two[/#callsign] [#callsign]Papa[/#callsign] passing nineteen hundred climbing to five thousand', '[#callsign]Sky[/#callsign] [#callsign]Travel[/#callsign] [#callsign]Four[/#callsign] [#callsign]Three[/#callsign] [#callsign]Two[/#callsign] [#callsign]Papa[/#callsign] [NE Czech] dobre odpoledne [/NE] Praha Radar identified climb flight level one six zero', 'climb to flight level one six zero [#callsign]Sky[/#callsign] [#callsign]Travel[/#callsign] [#callsign]Four[/#callsign] [#callsign]Three[/#callsign] [#callsign]Two[/#callsign] [#callsign]Papa[/#callsign]']"
LKTB_BRNO_Tower_119_605MHz_20201029_102129.wav,"['Oscar Kilo Alpha Papa India vacate via taxiway whiskey cross runway two six and continue to the airclub', '[hes] vacate via whiskey cross two six and vacate via the airclub Oskar Kilo Papa India']"
LSZB_BERN_Tower_121_0MHz_20210414_073805.wav,['Hotel Hotel Golf next left via delta to blue sector']
LSZH_ZURICH_Tower_118_1MHz_20210418_131615.wav,"['Hotel Bravo Victor roger after whiskey one proceed direct Sierra', 'vilco Hotel Bravo Victor']"
LZIB_STEFANIK_Tower_118_3MHz_20210505_073328.wav,"['Dark Blue Five Four Romeo Stefanik tower [NE Slovak] dobré ráno [/NE] runway three one cleared to land wind zero eight zero degrees six knots', 'right three one cleared to land Dark Blue Five Four Romeo']"
LSZB_BERN_Tower_121_0MHz_20210413_141321.wav,"['Delta Charlie Kilo Victor India tower hello QNH one zero two seven startup approved runway three two cleared destination Malta via the Mebox three bravo departure', 'zulu one four one transition climb initially five thousand feet squawk two seven six zero']"
LSGS_SION_Ground_Control_121_7MHz_20210503_144924.wav,['[#unnamed]Sion[/#unnamed] [#unnamed]tower[/#unnamed] [#unnamed]good[/#unnamed] [#unnamed]afternoon[/#unnamed] [#callsign]Helicopter[/#callsign] [#callsign]Hotel[/#callsign] [#callsign]Bravo[/#callsign] [#callsign]Zulu[/#callsign] yes \xa0 india \xa0 juliett \xa0is\xa0 passing india [#command]ready[/#command] [#command]for[/#command] [#command]departure[/#command] [#value]five[/#value] [#value]two[/#value] [#value]two[/#value] [#value]five[/#value] [#command]and[/#command] [#command]then[/#command] [#command]left[/#command] [#command]turn[/#command] [#command]and[/#command] [#command]climbing[/#command] [#value]direction[/#value] [#value]Vernayaz[/#value]']
LSGS_SION_Ground_Control_121_7MHz_20210504_125034.wav,"['[#callsign]Tango[/#callsign] [#callsign]Three[/#callsign] [#callsign]One[/#callsign] [#callsign]Three[/#callsign] [#value]Col[/#value] [#value]du[/#value] [#value]Sallest[/#value] [#value]at[/#value] [#value]eight[/#value] [#value]thousand[/#value] [#value]feet[/#value] [#command]requested[/#command] [#command]change[/#command]', ""[#unnamed][NE-French]c'est[/#unnamed] [#unnamed]rentre[/NE][/#unnamed] [#command]you[/#command] [#command]may[/#command] [#command]leave[/#command] [#command]frequency[/#command] [#unnamed][NE-French]merci[/#unnamed] [#unnamed]bonne[/#unnamed] [#unnamed]soiree[/NE][/#unnamed]"", '[#command]leaving[/#command] [#nonenglish]merci[/#nonenglish] [#nonenglish]a[/#nonenglish] [#nonenglish]toi\xa0[/#nonenglish] [#nonenglish]et[/#nonenglish] [#nonenglish]bonne[/#nonenglish] [#nonenglish]soiree[/#nonenglish] [#callsign]Tango[/#callsign] [#callsign]Three[/#callsign] [#callsign]One[/#callsign] [#callsign]Three[/#callsign]']"
LSZB_BERN_Tower_121_0MHz_20210415_125054.wav,['yeah of course than you can expect [hes] VFR circuits after touch and go report [hes] taking off romeo circling']
LSZB_BERN_Tower_121_0MHz_20210413_110527.wav,"['Hotel Golf Papa leaving CTR direction november', 'Hotel Golf Papa frequency change approved']"
LSZB_BERN_Tower_121_0MHz_20210414_093450.wav,['Tango Three Three One number one is now on the right base']
LSGS_SION_Ground_Control_121_7MHz_20210501_073256.wav,"['[#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray[/#callsign] [#unnamed]wind[/#unnamed] [#value]calm[/#value] [#value]runway[/#value] [#value]two[/#value] [#value]five[/#value] [#command]cleared[/#command] [#command]touch[/#command] [#command]and[/#command] [#command]go[/#command]', '[#value]runway[/#value] [#value]two[/#value] [#value]five[/#value] [#command]cleared[/#command] [#command]touch[/#command] [#command]and[/#command] [#command]go[/#command]', '[#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray[/#callsign]']"
LSGS_SION_Ground_Control_121_7MHz_20210502_164237.wav,['[#callsign]Papa[/#callsign] [#callsign]Mike[/#callsign] [#command]parking[/#command] [#command]is[/#command] [#value]tango[/#value] [#value]one[/#value] [#value]zero[/#value] [#unnamed]but[/#unnamed] [#unnamed]it[/#unnamed] [#unnamed]is[/#unnamed] [#unnamed]with[/#unnamed] [#unnamed]the[/#unnamed] [#unnamed]knots[/#unnamed] [#unnamed]facing[/#unnamed] [#unnamed]to[/#unnamed] [#unnamed]the[/#unnamed] [#unnamed]east[/#unnamed] [#unnamed]so[/#unnamed] [#unnamed]if[/#unnamed] [#unnamed]able[/#unnamed] [#command]make[/#command] [#value]one[/#value] [#value]eighty[/#value] [#command]and[/#command] [#command]to[/#command] [#command]park[/#command] [#value]back[/#value] [#value]at[/#value] [#value]parking[/#value] [#value]one[/#value] [#value]zero[/#value]']
LSZB_BERN_Tower_121_0MHz_20210415_124802.wav,['Hotel Golf Oscar lift control lima route sierra wind zero four zero degrees one three knots runway three two cleared for takeoff']
LSGS_SION_Ground_Control_121_7MHz_20210502_062238.wav,['[#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray\xa0[/#callsign] [#unnamed]final[/#unnamed] [#value]two[/#value] [#value]five[/#value] [#command]for[/#command] [#command]touch[/#command] [#command]and[/#command] [#command]go[/#command]']
LSGS_SION_Ground_Control_121_7MHz_20210421_083320.wav,['Tango Seven Charlie Lima Mike Sion']
LSGS_SION_Ground_Control_121_7MHz_20210502_064029.wav,['[#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray[/#callsign] [#value]final[/#value] [#value]two[/#value] [#value]five[/#value] [#value]for[/#value] [#value]touch[/#value] [#value]and[/#value] [#value]go[/#value]']
LSGS_SION_Ground_Control_121_7MHz_20210505_132136.wav,"['[#callsign]Bair[/#callsign] [#callsign]Nine[/#callsign] [#callsign]Five[/#callsign] [#callsign]One[/#callsign] [#command]startup[/#command] [#command]approved[/#command] [#value]runway[/#value] [#value]two[/#value] [#value]five[/#value] [#unnamed]QNH[/#unnamed] [#value]one[/#value] [#value]zero[/#value] [#value]one[/#value] [#value]two[/#value] [#command]report[/#command] [#value]ready[/#value] [#value]for[/#value] [#value]taxi[/#value]', '[#command]approved[/#command] [#unnamed]QNH[/#unnamed] [#value]one[/#value] [#value]zero[/#value] [#value]one[/#value] [#value]two[/#value] [#command]report[/#command] [#value]ready[/#value] [#value]for[/#value] [#value]taxi[/#value] [#callsign]Bair[/#callsign] [#callsign]Nine[/#callsign] [#callsign]Five[/#callsign] [#callsign]Two[/#callsign]']"
LSGS_SION_Ground_Control_121_7MHz_20210502_152026.wav,"['[#callsign]Uniform[/#callsign] [#callsign]Golf[/#callsign] [#unnamed]wind[/#unnamed] [#value]two[/#value] [#value]four[/#value] [#value]zero[/#value] [#value]degrees[/#value] [#value]one[/#value] [#value]four[/#value] [#value]knots[/#value] [#value]runway[/#value] [#value]two[/#value] [#value]five[/#value] [#command]clear[/#command] [#command]takeoff[/#command] [#command]right[/#command] [#command]turn[/#command] [#value]\xa0out\xa0[/#value] [#command]climb[/#command] [#value]approved[/#value] [#command]report[/#command] [#value]leaving[/#value]', '[#command]cleared[/#command] [#command]to[/#command] [#command]takeoff[/#command] [#command]right[/#command] [#command]turn[/#command] [#value]out[/#value] and [#command]report[/#command] [#value]leaving[/#value] [#callsign]Uniform[/#callsign] [#callsign]Golf[/#callsign]']"
LSGS_SION_Ground_Control_121_7MHz_20210423_142801.wav,"['Hotel Alpha Lima Echo One four thousand six hundred feet', 'Hotel Delta Lima report echo two']"
LSZB_BERN_Tower_121_0MHz_20210415_134139.wav,['Sierra November expect landing clearance shortly traffic on the runways departing three top on to the west']
LSZH_ZURICH_Tower_118_1MHz_20210414_085908.wav,"['Zurrich tower hello then Arrow Jet Six Zero One on foxtrot', 'Arrow Jet Six Zero One tower on Foxtrot cross runway one zero contact apron one two one decimal seven five five sorry', 'on Foxtrot cross runway one zero one two one seven five', 'Alitalia five seven two [XT]']"
LSZH_ZURICH_Tower_118_1MHz_20210414_112539.wav,['Qatari Zero Two Mike on taxiway juliett cross runway one zero contact apron one two one decimal seven five five good bye']
LSZB_BERN_Approach_127_3MHz_20210414_122417.wav,['Hotel Tango Uniform [hes] do you intend to canceled the IFR flight before Fribourg']
LSGS_SION_Ground_Control_121_7MHz_20210504_152004.wav,"['[#callsign]Charlie[/#callsign] [#callsign]Zulu[/#callsign] [#command]seaching[/#command] [#value]hotel[/#value] [#value]sierra[/#value] [#command]for[/#command] [#command]landing[/#command] fato[#value]two[/#value] [#value]five[/#value]', '[#callsign]Charlie[/#callsign] [#callsign]Zulu[/#callsign] [#unnamed]wind[/#unnamed] [#value]two[/#value] [#value]five[/#value] [#value]which[/#value] [#value]is[/#value] [#value]at[/#value] [#value]one[/#value] [#value]four[/#value] [#value]knots[/#value] fato [#value]two[/#value] [#value]five[/#value] [#command]landing[/#command] [#command]on[/#command] [#command]discretion[/#command]', '[#command]landing[/#command] [#command]on[/#command] [#command]discretion[/#command] fato[#value]two[/#value] [#value]five[/#value] [#callsign]Charlie[/#callsign] [#callsign]Zulu[/#callsign]']"
LKPR_RUZYNE_Radar_120_520MHz_20201027_125731.wav,"['one one eight decimal one [hes]  Six Five Zero', ""that's it bye bye"", '[NE Czech]děkujem na slyšenou[/NE]', '[NE Czech]na slyšenou[/NE]']"
LKPR_RUZYNE_Radar_120_520MHz_20201028_131433.wav,"['Praha Radar Oscar Kilo Uniform Tango Charlie [NE Czech] dobrý den [/NE] [hes] passing three thousand nine hundred climbing flight level seven zero inbound Vlasim ready for IFR', 'Oscar Kilo Uniform Tango Charlie [NE Czech] dobrý den [/NE] Praha Radar identified', 'climb flight level seven zero and cleared to [hes] destination Benesov via flight plan route', 'IFR flight starts now time one three one four']"
LSZB_BERN_Tower_121_0MHz_20210421_123703.wav,"['we have the traffic in sight as well Hotel Hotel Oscar', 'Hotel Hotel Oscar']"
LSZB_BERN_Tower_121_0MHz_20210413_102305.wav,"[""Hotel Golf Sierra can offer you only one touch and go then upon route whiskey due to it's launch time there are no circuits approved""]"
LSZB_BERN_Approach_127_3MHz_20210413_112637.wav,['Fraction Five Seven Six Hotel descend to four thousand feet cleared ARP approach runway one four report airborne track established']
LSZB_BERN_Approach_127_3MHz_20210415_173338.wav,"['startup approved runway one two QNH one zero two one to destination morning three zero departure flight level one hundred and squawk one thousand Swiss Air Force Zero Four Two', 'Swiss Air Force Zero Four Two read back correct']"
LSZB_BERN_Approach_127_3MHz_20210421_165346.wav,"['Hotel Delta Lima runway vacated on delta', 'roger taxi to blue parking', 'blue parking Hotel Delta Lima']"
LSZB_BERN_Tower_121_0MHz_20210414_162817.wav,['Hotel Oscar QNH one zero three taxi three two intersection foxtrot']
LSZB_BERN_Tower_121_0MHz_20210423_081639.wav,"['Hotel Golf Oscar traffic Rega helicopter just passed hotel echo joining the left hand heli circuit direction one four', '[hes] helicopter in sight shall we proceed normally Hotel Golf Oscar']"
LSZB_BERN_Approach_127_3MHz_20210416_090122.wav,"['one point zero stand by', ""Delta Alpha Uniform the field is at your two o'clock position four miles confirm in sight"", 'affirm we descend flight and we are ready for visual Delta Alpha Uniform', 'Delta Alpha Uniform further descend at your discretion cleared visual approach runway three two', 'cleared for visual approach three two Delta Alpha Uniform', 'Delta Alpha Uniform radar service terminated contact tower one two one decimal zero two five', 'radar terminates and one two one zero two five [NE-German] bis spater [/NE] Delta Alpha Uniform', 'Good night']"
LSGS_SION_Tower_118_3MHz_20210504_061821.wav,"['[#callsign]Heli[/#callsign] [#callsign]Oscar[/#callsign] [#callsign]Zulu[/#callsign] [#command]frequency[/#command] [#command]change[/#command] [#command]approved[/#command] [#unnamed][NE-German]schone[/NE][/#unnamed]', '[#unnamed][NE-German]beste[/#unnamed] [#unnamed]schone[/NE][/#unnamed] [#callsign]Heli[/#callsign] [#callsign]Oscar[/#callsign] [#callsign]Zulu[/#callsign]']"
YSSY_SYDNEY_Tower_120_5MHz_20210504_065130.wav,['cleared to land runway one six right China Southern Three Zero One']
LSZH_ZURICH_Tower_118_1MHz_20210412_205041.wav,"['Swiss Ambulance Six One wind zero three zero degrees four knots runway three two cleared takeoff', 'hi three two cleared takeoff Swiss Ambulance Six One']"
LSGS_SION_Ground_Control_121_7MHz_20210502_071049.wav,['[#unnamed]Sion[/#unnamed] [#unnamed]tower[/#unnamed] [#unnamed]bonjour[/#unnamed] [#callsign]Bair[/#callsign] [#callsign]Nine[/#callsign] [#callsign]Five[/#callsign] [#value]now[/#value] [#command]establish[/#command] [#command]on[/#command] [#command]the[/#command] [#command]ILS[/#command] [#value]runway[/#value] [#value]two[/#value] [#value]five[/#value]']
LSGS_SION_Ground_Control_121_7MHz_20210423_101040.wav,['Hotel Golf Alpha report upon route']
LSGS_SION_Tower_118_3MHz_20210415_131439.wav,['Hotel Bravo Kilo Echo X-ray exercises is approved']
YSSY_SYDNEY_Tower_120_5MHz_20210502_211431.wav,"['Jetstar Seven Eighty Four contact departure', 'Jetstar Seven Eighty Four good morning']"
LSGS_SION_Ground_Control_121_7MHz_20210502_060824.wav,['[#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray[/#callsign] [#unnamed]downwind[/#unnamed] [#value]two[/#value] [#value]five[/#value] [#value]for[/#value] [#value]touch[/#value] [#value]and[/#value] [#value]go[/#value]']
LSGS_SION_Ground_Control_121_7MHz_20210503_142210.wav,['[#unnamed]thank[/#unnamed] [#unnamed]you[/#unnamed] [#unnamed]very[/#unnamed] [#unnamed]much[/#unnamed] [#callsign]Hotel[/#callsign] [#callsign]Golf[/#callsign] [#callsign]Kilo[/#callsign]']
LSZB_BERN_Tower_121_0MHz_20210424_082532.wav,['Hotel Bravo Sierra Charlie Tango Bern Tower hello taxi via kilo to terminal north']
LKPR_RUZYNE_Radar_120_520MHz_20201028_092412.wav,"['Oscar Uniform Romeo turn left heading two seven zero cleared for ILS approach runway two four', 'turn left to seven zero cleared for ILS runway two four Oscar Uniform Romeo']"
LSGS_SION_Ground_Control_121_7MHz_20210504_100959.wav,"['[#callsign]Nav[/#callsign] [#callsign]Checker[/#callsign] [#callsign]Five[/#callsign] [#callsign]One[/#callsign] [#callsign]One[/#callsign] [#command]report[/#command] [#value]passing[/#value] [#value]one[/#value] [#value]three[/#value] [#value]thousand[/#value] [#value]feet[/#value] [#command]and[/#command] [#command]climb[/#command] [#value]four[/#value] [#value]one[/#value] [#value]seven[/#value] [#value]thousand[/#value] [#value]feet[/#value]', '[#unnamed]wilco[/#unnamed] [#callsign]Nav[/#callsign] [#callsign]Checker[/#callsign] [#command]climbing[/#command] [#value]one[/#value] [#value]seven[/#value] [#value]thousand[/#value] will [#command]report[/#command]']"
YSSY_SYDNEY_Tower_120_5MHz_20210502_004327.wav,"['China Southern Three Twenty Six contact departure', 'contact departure China Southern Three Two Six']"
LSGS_SION_Ground_Control_121_7MHz_20210502_065407.wav,['[#callsign]November[/#callsign] [#callsign]Alpha[/#callsign] [#callsign]Sierra[/#callsign] [#command]line[/#command] [#command]up[/#command] [#value]runway[/#value] [#value]two[/#value] [#value]five[/#value]']
YSSY_SYDNEY_Tower_120_5MHz_20210503_075426.wav,['[#unnamed]hello[/#unnamed] [#unnamed]Sydney[/#unnamed] [#unnamed]good[/#unnamed] [#unnamed]evening[/#unnamed] [#callsign]Jetstar[/#callsign] [#callsign]Four[/#callsign] [#callsign]Seventy[/#callsign] [#callsign]Five[/#callsign] [#command]climbing[/#command] [#value]flight[/#value] [#value]level[/#value] [#value]two[/#value] [#value]eight[/#value] [#value]zero[/#value]']
LSZB_BERN_Tower_121_0MHz_20210424_084133.wav,['Hotel Bravo Charlie Golf India taxi to blue station [spk] [hes] to fuel station\xa0approved from blue parking']
YSSY_SYDNEY_Tower_120_5MHz_20210428_013626.wav,"['Tower good day Jetstar seven sixty three', 'Jetstar seven sixty three Sydney Tower(to-)']"
LSZH_ZURICH_Tower_118_1MHz_20210414_112558.wav,"['Air Portugal Nine Three One Charlie contact departure good bye', 'departure bye Air Portugal Nine Three One Charlie thank you']"
YSSY_SYDNEY_Tower_120_5MHz_20210503_122443.wav,['tower United Twenty Twelve is just outside [hes] Gala for one six right']
LSGS_SION_Ground_Control_121_7MHz_20210503_062127.wav,['[#callsign]India[/#callsign] [#callsign]Lima[/#callsign] [#command]you[/#command] [#command]may[/#command] [#command]leave[/#command] [#unnamed][NE-French]a[/#unnamed] [#unnamed]toute[/NE][/#unnamed]']
